nome_fifa_limpo,nome_ocidental_limpo,posicao,data_nascimento,clube,role...6,role...7,acted_as_sweeper,diving_save,goals_conceded,minutes_played,punches,saves,saves_inside_box,throws,accurate_passes,assists,chances_created,goals,pass_success,total_shots,blocked_shots,shot_accuracy,shot_off_target,shot_on_target,shots_woodwork,accurate_long_balls,crosses,key_passes,long_balls,passes,touches,aerials_lost,aerials_won,clearances,dispossessed,dribbles_attempted,dribbles_succeeded,duels_lost,duels_won,fouls,interceptions,recoveries,tackles_attempted,tackles_succeeded,was_fouled,is_a_sub,was_subbed,yellow_card,red_card,rating,name_limpo
nematov abduvohid,abduvakhid nematov,GK,2001-03-20,Nasaf Qarshi FC (UZB),Keeper,Keeper,0,4,0,90,0,6,3,7,15,NA,NA,NA,,0,0,0%,0,0,0,7,0,0,20,30,44,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,NA,NA,NA,8.6,emiliano martinez
varela guillermo,guillermo varela olivera,DF,1993-03-24,CR Flamengo (BRA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,32,0,0,0,76%,1,1,0%,0,0,0,1,6,3,4,42,78,0,1,2,1,6,5,4,7,1,0,5,1,0,0,0,NA,NA,NA,7.2,lumor agbenyenu
zeleny jaroslav,jaroslav zeleny,DF,1992-08-20,AC Sparta Praha (CZE),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,19,0,0,0,61%,0,0,0%,0,0,0,0,3,0,6,31,49,1,0,1,0,1,0,3,2,0,2,9,1,0,1,0,NA,NA,NA,6.4,bruno martella
aaronson brenden,brenden russell aaronson,FW,2000-10-22,Leeds United FC (ENG),Attacker,Attacker,NA,NA,NA,71,NA,NA,NA,NA,8,0,0,0,73%,2,0,50%,1,1,0,0,1,0,0,11,21,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,NA,NA,6.2,olivier giroud
vega alexis,ernesto alexis vega rojas,FW,1997-11-25,Deportivo Toluca FC (MEX),Attacker,Attacker,NA,NA,NA,2,NA,NA,NA,NA,1,0,0,0,50%,0,0,0%,0,0,0,0,0,0,1,2,4,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,NA,NA,NA,jonas hofmann
fabinho,fabio henrique tavares,MF,1993-10-23,Al Ittihad (KSA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,25,0,0,0,76%,0,0,0%,0,0,0,1,0,0,1,33,40,2,5,0,1,0,0,5,8,0,0,6,2,2,1,0,NA,NA,NA,6.2,adam bodzek
lammens senne,senne lammens,GK,2002-07-07,Manchester United FC (ENG),Keeper,Keeper,0,3,4,90,0,3,1,2,8,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,25,30,35,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,NA,NA,NA,5,angus gunn
kapuadi steve,steve nkanu kapuadi,DF,1998-04-30,Widzew Łódź (POL),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,44,0,0,0,90%,0,0,0%,0,0,0,2,0,0,3,49,65,2,3,8,0,0,0,7,4,4,5,6,1,0,0,0,NA,1,NA,5.3,mathias jorgensen
martinez cristian,cristian jesus martinez,MF,1997-02-06,Hapoel Kiryat Shmona FC (ISR),Midfielder,Midfielder,NA,NA,NA,65,NA,NA,NA,NA,15,0,0,0,58%,0,0,0%,0,0,0,0,2,1,3,26,48,3,1,0,0,4,2,6,3,0,0,5,0,0,0,0,1,NA,NA,6.1,falaye sacko
bayindir altay,altay bayindir,GK,1998-04-14,Manchester United FC (ENG),Keeper,Keeper,0,0,0,90,0,1,1,2,23,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,4,24,27,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,5.4,kepa arrizabalaga
rekik omar,omar rekik,DF,2001-12-20,NK Maribor (SVN),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,19,0,0,0,70%,0,0,0%,0,0,0,2,0,0,7,27,38,0,2,7,0,1,0,1,3,0,1,3,1,1,0,0,NA,NA,NA,5.4,ben mee
samudio cesar,cesar jair samudio murillo,GK,1994-02-23,CD Marathón (HON),Keeper,Keeper,0,1,0,90,0,1,1,2,24,NA,NA,NA,,0,0,0%,0,0,0,10,0,0,18,33,39,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,NA,NA,NA,5.8,rafael
reijnders tijjani,tijjani martinus jan reijnders,MF,1998-07-29,Manchester City FC (ENG),Midfielder,Midfielder,NA,NA,NA,28,NA,NA,NA,NA,15,0,0,0,75%,2,2,0%,0,0,0,2,5,0,3,20,31,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,NA,NA,5.8,harry wilson
anang joseph,joseph tetteh anang,GK,2000-06-08,St Patrick's Athletic FC (IRL),Keeper,Keeper,0,1,0,90,1,2,1,6,28,NA,NA,NA,,0,0,0%,0,0,0,8,0,0,11,31,42,0,0,2,0,0,0,0,0,0,1,7,0,0,0,0,NA,NA,NA,5.6,marc-andre ter stegen
curtis findlay,findlay kenneth curtis,FW,2006-06-09,Kilmarnock FC (SCO),Attacker,Attacker,NA,NA,NA,45,NA,NA,NA,NA,13,0,0,0,81%,1,0,0%,1,0,0,0,4,1,1,16,39,1,0,0,0,5,3,4,5,1,0,1,0,0,2,1,0,NA,NA,6.4,adama traore
tougai mohamed amine,mohamed amine tougai,DF,2000-01-22,Espérance De Tunisie (TUN),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,49,0,0,0,91%,0,0,0%,0,0,0,3,0,0,4,54,62,0,1,4,0,1,1,1,2,1,1,5,0,0,0,0,NA,NA,NA,5.9,dino peric
wissa yoane,yoane wissa,FW,1996-09-03,Newcastle United FC (ENG),Attacker,Attacker,NA,NA,NA,32,NA,NA,NA,NA,10,0,0,0,83%,2,1,0%,1,0,0,0,1,1,1,12,27,0,0,0,1,3,2,4,6,2,1,3,2,1,2,1,0,1,NA,6.9,robert ibanez
ngoy nathan,nathan ngoy,DF,2003-06-10,Lille OSC (FRA),Defender,Defender,NA,NA,NA,45,NA,NA,NA,NA,23,0,0,0,79%,0,0,0%,0,0,0,3,0,0,5,29,42,0,1,1,0,0,0,0,4,0,4,3,3,1,0,0,1,NA,NA,7,neto
grillitsch florian,florian grillitsch,MF,1995-08-07,SC Braga (POR),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,46,0,0,0,85%,0,0,0%,0,0,0,0,0,0,2,54,65,0,0,0,0,3,3,3,6,0,0,3,2,2,1,0,NA,NA,NA,7.2,dennis praet
turner matt,matthew charles turner,GK,1994-06-24,New England Revolution (USA),Keeper,Keeper,0,3,4,90,0,4,4,5,27,NA,NA,NA,,0,0,0%,0,0,0,10,0,0,19,36,45,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,NA,NA,NA,4.6,rafal gikiewicz
khusanov abdukodir,abdukodir khusanov,DF,2004-02-29,Manchester City FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,63,0,0,0,97%,0,0,0%,0,0,0,0,0,0,1,65,75,1,2,4,0,0,0,2,3,2,2,7,1,1,0,0,NA,1,NA,7.1,nico elvedi
mohammed alowais,mohammed khalil i alowais,GK,1991-10-10,Al Ula Saudi FC (KSA),Keeper,Keeper,0,1,0,90,1,2,1,2,11,NA,NA,NA,,0,0,0%,0,0,0,9,0,0,22,25,31,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,NA,1,NA,6.7,aitor
ruben neves,ruben diogo da silva neves,MF,1997-03-13,Al Hilal SC (KSA),Midfielder,Midfielder,NA,NA,NA,43,NA,NA,NA,NA,16,0,0,0,89%,0,0,0%,0,0,0,1,0,0,1,18,20,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,NA,NA,6.3,berkay ozcan
palacios exequiel,exequiel alejandro palacios,MF,1998-10-05,Bayer 04 Leverkusen (GER),Midfielder,Midfielder,NA,NA,NA,78,NA,NA,NA,NA,46,1,0,1,88%,2,0,50%,1,1,0,2,2,6,2,52,72,2,0,0,0,6,3,6,8,1,0,3,4,3,1,0,1,1,NA,9,alejandro gomez
yilmaz baris alper,baris alper yilmaz,FW,2000-05-23,Galatasaray SK (TUR),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,22,0,2,2,88%,4,0,75%,1,3,0,3,1,2,3,25,48,6,6,2,2,0,0,11,9,2,0,2,1,1,3,0,NA,1,NA,8.9,lucas alario
gomez diego,diego alexander gomez amarilla,MF,2003-03-27,Brighton & Hove Albion FC (ENG),Midfielder,Midfielder,NA,NA,NA,18,NA,NA,NA,NA,21,0,0,0,100%,1,0,100%,0,1,0,0,2,0,0,21,27,0,0,0,1,1,1,3,2,2,0,3,1,0,0,1,0,NA,NA,6.4,carles alena
gigovic armin,armin gigovic,MF,2002-04-06,BSC Young Boys (SUI),Midfielder,Midfielder,NA,NA,NA,8,NA,NA,NA,NA,3,0,0,0,75%,1,0,0%,1,0,0,0,0,1,1,4,6,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,NA,NA,NA,rodrygo
sergeev igor,igor sergeev,FW,1993-04-30,Persepolis FC (IRN),Attacker,Attacker,NA,NA,NA,89,NA,NA,NA,NA,23,1,2,1,88%,3,0,67%,1,2,0,1,9,3,2,26,52,0,1,2,0,4,1,4,5,0,1,8,3,1,0,0,1,NA,NA,9,dwight mcneil
hranac robin,robin hranac,DF,2000-01-29,TSG Hoffenheim (GER),Defender,Defender,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,33%,0,0,0%,0,0,0,1,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,pau torres
goodman owen,owen olamidayo goodman,GK,2003-11-27,Barnsley (ENG),Keeper,Keeper,0,0,0,90,1,2,1,3,8,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,11,16,23,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,7.1,keylor navas
hernandez cucho,juan camilo hernandez suarez,FW,1999-04-20,Real Betis (ESP),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,15,1,1,0,79%,2,1,50%,0,1,0,0,1,1,0,19,28,0,0,0,0,3,3,0,3,0,0,1,0,0,0,0,NA,NA,NA,7.8,francesco caputo
kahveci irfan can,irfan kahveci,FW,1995-07-15,Kasımpaşa SK (TUR),Attacker,Attacker,NA,NA,NA,26,NA,NA,NA,NA,0,0,0,0,0,1,0,100%,0,1,0,0,1,0,0,4,9,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,NA,NA,5.9,hernani
haaland erling,erling braut haaland,FW,2000-07-21,Manchester City FC (ENG),Attacker,Attacker,NA,NA,NA,81,NA,NA,NA,NA,12,0,1,0,67%,0,0,0%,0,0,0,0,1,4,0,18,31,1,2,1,0,2,2,3,6,1,0,3,1,1,1,0,1,NA,NA,7.9,yussuf poulsen
sithole sphephelo,sphephelo s'miso sithole,MF,1999-03-03,CD Tondela (POR),Midfielder,Midfielder,NA,NA,NA,77,NA,NA,NA,NA,57,0,0,0,92%,0,0,0%,0,0,0,2,1,1,2,62,74,0,0,0,1,0,0,8,2,2,2,5,0,0,2,0,1,NA,NA,6.3,sebastian rode
pitta isidro,isidro miguel pitta saldivar,FW,1999-08-14,Red Bull Bragantino (BRA),Attacker,Attacker,NA,NA,NA,29,NA,NA,NA,NA,4,0,0,0,44%,1,0,100%,0,1,0,0,0,0,0,9,10,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,NA,NA,6.2,manuel vallejo
diaz brahim,brahim abdelkader diaz,FW,1999-08-03,Real Madrid C. F. (ESP),Attacker,Attacker,NA,NA,NA,72,NA,NA,NA,NA,18,0,0,0,75%,2,1,0%,1,0,0,1,0,0,1,24,36,5,1,0,2,1,1,7,4,1,0,3,0,0,2,0,1,NA,NA,5.7,pascal kopke
garcia joan,joan garcia pons,GK,2001-05-04,FC Barcelona (ESP),Keeper,Keeper,0,0,0,90,0,0,0,4,36,NA,NA,NA,,0,0,0%,0,0,0,6,0,0,11,41,46,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,NA,NA,NA,7.1,ederson moraes
saadane marwane,marwane saadane,DF,1992-01-17,Al Fateh SC (KSA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,17,1,1,0,61%,0,0,0%,0,0,0,0,6,1,5,28,52,4,1,1,0,0,0,5,3,0,0,2,2,1,0,0,NA,NA,NA,7,iago
nilsson gustaf,hakan gustaf nilsson,FW,1997-05-23,Club Brugge (BEL),Attacker,Attacker,NA,NA,NA,81,NA,NA,NA,NA,21,0,0,0,81%,2,0,0%,2,0,0,1,0,0,1,26,37,0,1,0,1,3,3,1,5,0,0,2,0,0,1,0,1,NA,NA,6.7,daniel sturridge
sulc pavel,pavel sulc,FW,2000-12-29,Olympique Lyonnais (FRA),Attacker,Attacker,NA,NA,NA,65,NA,NA,NA,NA,14,0,0,0,67%,2,0,0%,2,0,0,0,0,1,0,21,31,2,2,1,1,2,1,4,5,0,0,2,0,0,2,0,1,NA,NA,6.5,jorge molina
smith tommy,thomas jefferson smith,DF,1990-03-31,Braintree Town FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,23,0,0,0,74%,0,0,0%,0,0,0,0,0,0,3,31,53,0,3,3,1,1,1,3,9,1,3,2,4,2,1,0,NA,NA,NA,7.6,japhet tanganga
freese matt,matthew andrew geary freese,GK,1998-09-02,New York City FC (USA),Keeper,Keeper,0,1,0,90,0,3,3,5,9,NA,NA,NA,,0,0,0%,0,0,0,7,0,0,20,22,30,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,NA,NA,NA,5.7,rui patricio
jose sa,jose pedro malheiro de sa,GK,1993-01-17,Wolverhampton Wanderers FC (ENG),Keeper,Keeper,0,1,0,90,1,4,1,3,27,NA,NA,NA,,0,0,0%,0,0,0,5,0,0,21,43,53,0,1,3,0,0,0,0,1,0,0,8,0,0,0,0,NA,NA,NA,6.4,tim krul
falchener henrik,henrik salebakke falchener,DF,2003-05-08,Viking Stavanger (NOR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,32,0,1,1,80%,1,0,100%,0,1,0,3,2,0,3,40,59,0,0,2,1,1,1,2,3,0,0,7,2,1,0,0,NA,NA,NA,8,silvan widmer
pedro neto,pedro lomba neto,FW,2000-03-09,Chelsea FC (ENG),Attacker,Attacker,NA,NA,NA,16,NA,NA,NA,NA,2,0,0,0,67%,1,0,0%,1,0,0,0,1,0,0,3,9,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,NA,NA,5.5,munas dabbur
stones john,john stones,DF,1994-05-28,Manchester City FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,31,0,0,0,78%,0,0,0%,0,0,0,1,9,4,5,40,69,2,1,0,1,0,0,7,5,4,2,5,2,1,2,0,NA,1,NA,6.5,kieran trippier
adjetey jonas,jonas adjei adjetey,DF,2003-12-13,VfL Wolfsburg (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,107,0,0,0,91%,0,0,0%,0,0,0,4,1,2,9,117,122,1,1,1,0,0,0,2,1,1,1,8,0,0,0,0,NA,NA,NA,6.3,jonathan tah
ben ouanes mortadha,ahmed mortadha ben ouanes,DF,1994-07-02,Kasımpaşa SK (TUR),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,120,0,0,0,96%,3,0,33%,2,1,0,4,0,0,6,125,135,2,7,2,0,0,0,2,8,0,1,9,1,1,0,0,NA,NA,NA,7.7,virgil van dijk
rodriguez james,james david rodriguez rubio,MF,1991-07-12,Minnesota United FC (USA),Midfielder,Midfielder,NA,NA,NA,89,NA,NA,NA,NA,20,0,0,0,77%,5,1,0%,4,0,0,0,0,2,0,26,48,2,2,0,1,3,2,12,6,4,1,5,1,1,1,0,1,NA,NA,7.2,scott arfield
boakye augustine,augustine boakye,MF,2000-11-03,AS Saint-Etienne (FRA),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,69,0,0,0,92%,3,2,0%,1,0,0,3,0,0,3,75,88,2,2,1,0,2,1,5,4,3,1,6,0,0,1,0,NA,NA,NA,7.1,lucas torreira
romero cristian,cristian gabriel romero,DF,1998-04-27,Tottenham Hotspur FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,21,0,0,0,70%,1,0,100%,0,1,0,3,3,1,3,30,59,1,3,3,0,0,0,4,10,2,4,6,4,3,3,0,NA,NA,NA,7.8,unai bustinza
friedl marco,marco friedl,DF,1998-03-16,SV Werder Bremen (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,25,0,0,0,69%,0,0,0%,0,0,0,4,1,0,9,36,55,1,7,9,0,1,1,1,14,0,0,8,5,4,1,0,NA,1,NA,8.1,mike cestor
xamrobekov odiljon,odiljon xamrobekov,MF,1996-02-13,Tractor Sazi Tabriz FC (IRN),Midfielder,Midfielder,NA,NA,NA,79,NA,NA,NA,NA,28,0,0,0,85%,0,0,0%,0,0,0,2,2,1,3,33,43,0,4,0,0,0,0,3,5,2,0,9,0,0,1,0,1,1,NA,7,rani khedira
bonsu baah christopher,christopher bonsu baah,FW,2004-12-14,Al Qadsiah FC (KSA),Attacker,Attacker,NA,NA,NA,81,NA,NA,NA,NA,14,0,0,0,67%,1,0,100%,0,1,0,0,1,0,0,21,34,1,5,0,4,1,0,6,6,0,0,2,0,0,1,0,1,NA,NA,5.6,kenan karaman
raphinha,raphael dias belloli,FW,1996-12-14,FC Barcelona (ESP),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,11,0,0,0,73%,4,0,50%,2,2,0,0,3,1,0,15,28,2,1,1,2,0,0,6,2,2,0,1,0,0,1,0,NA,NA,NA,6.3,inaki williams
ream tim,timothy michael ream,DF,1987-10-05,Charlotte FC (USA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,45,0,1,1,87%,2,0,100%,0,2,0,5,0,0,8,52,64,4,1,3,0,1,1,7,3,3,1,6,1,1,0,0,NA,NA,NA,7.1,david luiz
de vries francis,francis de vries,DF,1994-11-28,Auckland FC (NZL),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,77%,0,0,0%,0,0,0,1,0,1,4,22,36,0,3,7,0,0,0,1,6,1,0,2,2,1,1,0,NA,NA,NA,7.4,william troost-ekong
de cuyper maxim,maxim peter m de cuyper,DF,2000-12-22,Brighton & Hove Albion FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,77%,0,0,0%,0,0,0,0,3,1,5,43,74,1,3,1,2,3,2,4,6,0,1,4,1,0,0,0,NA,NA,NA,7,ander capa
alcivar jordy,jordy jose alcivar macias,MF,1999-08-05,Independiente Del Valle (ECU),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,40,0,0,0,82%,1,0,0%,1,0,0,1,2,0,1,49,59,5,0,0,1,0,0,8,1,0,0,6,1,1,0,0,NA,NA,NA,5.7,aaron mooy
iglesias borja,borja iglesias quintas,FW,1993-01-17,RC Celta Vigo (ESP),Attacker,Attacker,NA,NA,NA,76,NA,NA,NA,NA,33,1,0,0,89%,2,2,0%,0,0,0,0,2,1,2,37,47,0,0,0,1,2,2,1,3,0,0,3,0,0,1,0,1,NA,NA,7.8,pedro rodriguez
quintero juan,juan fernando quintero paniagua,MF,1993-01-18,CA River Plate (ARG),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,48,0,0,0,83%,2,1,50%,0,1,0,2,4,0,5,58,70,0,0,0,0,2,2,0,5,1,0,6,1,0,2,0,NA,NA,NA,6.9,sergio canales
kimmich joshua,joshua walter kimmich,DF,1995-02-08,FC Bayern München (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,23,1,0,0,79%,0,0,0%,0,0,0,2,5,1,3,29,64,2,0,1,1,5,0,14,5,1,0,9,4,3,1,0,NA,NA,NA,5.4,mohamed drager
hendry jack,jack william hendry,DF,1995-05-07,Al Ettifaq FC (KSA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,35,0,0,0,83%,0,0,0%,0,0,0,3,0,0,7,42,55,1,2,5,0,0,0,4,3,3,1,2,1,1,0,0,NA,1,NA,6.5,jan-arie van der heijden
wiegele florian,florian wiegele,GK,2001-03-21,FC Viktoria Plzeň (CZE),Keeper,Keeper,0,2,0,90,1,3,1,11,15,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,13,25,42,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,NA,NA,NA,5.4,aaron ramsdale
mohamed hany,mohamed hany gamal eldemerdash,DF,1996-02-02,Al Ahly FC (EGY),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,33,0,0,0,75%,0,0,0%,0,0,0,7,0,0,13,44,68,1,1,5,0,1,0,6,3,3,6,6,0,0,2,0,NA,1,NA,6.8,domenico criscito
skhiri ellyes,ellyes joris skhiri,MF,1995-05-10,Eintracht Frankfurt (GER),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,24,0,1,0,77%,0,0,0%,0,0,0,0,6,1,2,31,64,2,1,4,0,4,3,6,5,3,4,5,0,0,1,0,NA,1,NA,6.9,christopher lenz
pedri,pedro gonzalez lopez,MF,2002-11-25,FC Barcelona (ESP),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,30,0,0,0,81%,4,0,25%,3,1,0,3,1,0,5,37,62,1,0,3,1,1,1,5,10,1,2,9,4,3,5,0,NA,NA,NA,7.7,javier pastore
kim seunggyu,seunggyu kim,GK,1990-09-30,FC Tokyo (JPN),Keeper,Keeper,0,1,0,90,0,1,1,0,22,NA,NA,NA,,0,0,0%,0,0,0,3,0,1,4,23,26,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,NA,NA,NA,5.8,marc-andre ter stegen
bodak tyrick,tyrick jeremy bodak,GK,2002-05-15,SC Telstar (NED),Keeper,Keeper,0,0,0,90,0,3,1,5,13,NA,NA,NA,,0,0,0%,0,0,0,7,0,0,23,29,40,0,0,2,0,0,0,2,0,0,0,7,0,0,0,0,NA,NA,NA,3.6,tomas koubek
nemati ali,ali nemati,DF,1996-02-08,Foolad Khuzestan FC (IRN),Defender,Defender,NA,NA,NA,16,NA,NA,NA,NA,20,0,0,0,95%,0,0,0%,0,0,0,1,0,0,1,21,22,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,NA,NA,5.8,luca kilian
ait-nouri rayan,rayan ait-nouri,DF,2001-06-06,Manchester City FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,22,0,0,0,76%,0,0,0%,0,0,0,2,5,1,2,29,71,1,1,0,3,1,0,5,3,0,2,3,2,2,0,0,NA,NA,NA,5.7,laurent jans
woud michael,michael cornelis woud,GK,1999-01-16,Auckland FC (NZL),Keeper,Keeper,0,3,0,90,0,5,2,13,12,NA,NA,NA,,0,0,0%,0,0,0,3,0,0,8,17,37,0,1,0,0,0,0,0,1,0,0,14,0,0,0,0,NA,NA,NA,5.7,tom heaton
bindon tyler,tyler grant bindon,DF,2005-01-27,She eld United FC (ENG),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,12,0,0,0,75%,0,0,0%,0,0,0,3,0,0,5,16,24,2,1,6,0,0,0,2,2,0,0,2,1,0,0,0,NA,NA,NA,6.8,stefan savic
castillo denil,denil daniel castillo preciado,MF,2004-03-24,FC Midtjylland (DEN),Midfielder,Midfielder,NA,NA,NA,90,NA,NA,NA,NA,42,0,1,0,84%,1,1,0%,0,0,0,1,3,2,2,50,67,4,0,1,1,0,0,9,5,0,0,5,4,1,1,0,NA,NA,NA,6.7,koke
kossounou odilon,kouakou odilon dorgeless kossounou,DF,2001-01-04,Atalanta Bergamo (ITA),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,47,1,2,0,78%,1,0,0%,1,0,0,1,15,2,2,60,103,0,0,1,0,1,1,1,5,0,3,1,2,1,2,0,NA,NA,NA,7.6,stefan lainer
chikhaoui raed,raed chikhaoui,DF,2004-06-09,US Monastir (TUN),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,17,0,0,0,81%,1,1,0%,0,0,0,0,2,0,1,21,37,1,0,2,0,2,1,3,3,1,1,6,0,0,2,0,NA,NA,NA,6.8,javier manquillo
vuskovic luka,luka vuskovic,DF,2007-02-24,Hamburger SV (GER),Defender,Defender,NA,NA,NA,90,NA,NA,NA,NA,68,0,0,0,85%,0,0,0%,0,0,0,3,1,0,8,80,97,0,0,2,0,0,0,0,2,0,4,7,2,2,0,0,NA,NA,NA,6.2,ryan bennett
olise michael,michael akpovie olise,FW,2001-12-12,FC Bayern München (GER),Attacker,Attacker,NA,NA,NA,22,NA,NA,NA,NA,4,0,0,0,50%,0,0,0%,0,0,0,0,0,0,0,8,16,0,1,0,1,1,0,3,4,0,0,0,1,0,2,1,0,NA,NA,5.9,glenn murray
okafor noah,noah arinzechukwu okafor,FW,2000-05-24,Leeds United FC (ENG),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,9,0,1,1,60%,2,0,100%,0,2,0,0,0,0,0,15,25,3,1,0,0,0,0,6,2,1,0,0,1,0,0,0,NA,NA,NA,7.3,kevin volland
diogo costa,diogo meireles da costa,GK,1999-09-19,FC Porto (POR),Keeper,Keeper,0,4,0,90,0,6,3,7,17,NA,NA,NA,,0,0,0%,0,0,0,4,0,0,9,22,37,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,NA,NA,NA,8.4,gianluigi donnarumma
spence djed,diop tehuti djed-hotep spence,DF,2000-08-09,Tottenham Hotspur FC (ENG),Defender,Defender,NA,NA,NA,24,NA,NA,NA,NA,13,0,0,0,76%,0,0,0%,0,0,0,1,0,0,2,17,22,1,0,1,0,0,0,1,1,0,0,2,0,0,1,1,0,NA,NA,5.8,manuel gulde
cristiano ronaldo,cristiano ronaldo dos santos aveiro,FW,1985-02-05,Al Nassr FC (KSA),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,62,0,0,0,90%,3,1,33%,1,1,0,1,5,3,2,69,96,1,0,0,2,9,7,6,8,1,0,4,1,1,0,0,NA,NA,NA,8,jadon sancho
ali olwan,ali iyad ali olwan,FW,2000-03-26,Al Sailiya SC (QAT),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,19,0,0,0,79%,5,1,40%,2,2,0,1,3,0,3,24,47,2,1,1,1,1,1,6,6,2,1,7,2,1,3,0,NA,NA,NA,7.3,oscar plano
mahmoud abunada,mahmoud ibrahim m abunada,GK,2000-02-05,Al Rayyan SC (QAT),Keeper,Keeper,0,2,0,90,0,4,2,4,17,NA,NA,NA,,0,0,0%,0,0,0,10,0,0,19,26,38,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,NA,NA,NA,6.6,jordan pickford
visinsky denis,denis visinsky,FW,2003-03-21,FC Viktoria Plzeň (CZE),Attacker,Attacker,NA,NA,NA,80,NA,NA,NA,NA,10,0,1,2,71%,6,1,50%,1,3,0,0,1,2,0,14,39,0,4,0,1,3,1,4,7,1,0,3,0,0,2,0,1,NA,NA,9.1,aaron connolly
wood chris,christopher grant wood,FW,1991-12-07,Nottingham Forest FC (ENG),Attacker,Attacker,NA,NA,NA,90,NA,NA,NA,NA,13,0,0,0,59%,3,1,33%,1,1,0,0,1,0,0,22,36,8,7,1,0,2,0,10,10,0,0,1,1,0,2,0,NA,NA,NA,6.7,ante budimir
selvik egil,egil selvik,GK,1997-07-30,Watford FC (ENG),Keeper,Keeper,0,3,0,90,0,5,3,5,18,NA,NA,NA,,0,0,0%,0,0,0,10,0,0,28,37,47,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,NA,NA,NA,6.7,tim krul
